"exercise_db_id","name","gifUrl","bodyParts","equipments","targetMuscles","secondaryMuscles"
"8IbNZwc","rough band hip lift","https://static.exercisedb.dev/media/8IbNZwc.gif","upper legs","band","glutes","hamstrings|quadriceps"
"8K0w2yA","assisted hanging knee raise with throw down","https://static.exercisedb.dev/media/8K0w2yA.gif","waist","assisted","abs","hip flexors|lower back"
"8K7m2SS","medicine ball close grip push up","https://static.exercisedb.dev/media/8K7m2SS.gif","upper arms","medicine ball","triceps","chest|shoulders"
"8oYqOt9","cable seated curl","https://static.exercisedb.dev/media/8oYqOt9.gif","upper arms","cable","biceps","forearms"
"8ozhUIZ","barbell standing calf raise","https://static.exercisedb.dev/media/8ozhUIZ.gif","lower legs","barbell","calves","hamstrings|glutes"
"8urJS9b","weighted hyperextension (on stability ball)","https://static.exercisedb.dev/media/8urJS9b.gif","back","weighted","spine","glutes|hamstrings"
"8xUv4J7","cable seated crunch","https://static.exercisedb.dev/media/8xUv4J7.gif","waist","cable","abs","obliques"
"8yBgwBS","cable concentration curl tempo","https://static.exercisedb.dev/media/8yBgwBS.gif","upper arms","cable","biceps","forearms"
"903mzG8","smith shoulder press","https://static.exercisedb.dev/media/903mzG8.gif","shoulders","smith machine","delts","triceps|upper back"
"945zpRg","barbell wide reverse grip bench press","https://static.exercisedb.dev/media/945zpRg.gif","chest","barbell","pectorals","triceps|shoulders"
"99rWm7w","hamstring stretch","https://static.exercisedb.dev/media/99rWm7w.gif","upper legs","body weight","hamstrings","glutes"
"9Ap7miY","decline crunch","https://static.exercisedb.dev/media/9Ap7miY.gif","waist","body weight","abs","hip flexors"
"9c6T1YX","bridge - mountain climber (cross body)","https://static.exercisedb.dev/media/9c6T1YX.gif","waist","body weight","abs","glutes|quadriceps|hamstrings|shoulders|triceps"
"9E25EOx","split squats","https://static.exercisedb.dev/media/9E25EOx.gif","upper legs","body weight","quads","glutes|hamstrings|calves"
"9fCHfSc","pointed cable palm rotational row","https://static.exercisedb.dev/media/9fCHfSc.gif","back","cable","upper back","biceps|forearms"
"9gbyYKk","band seated hip internal rotation","https://static.exercisedb.dev/media/9gbyYKk.gif","upper legs","band","glutes","hamstrings|quadriceps"
"9GXrTE6","smith one leg floor calf raise","https://static.exercisedb.dev/media/9GXrTE6.gif","lower legs","smith machine","calves","hamstrings|glutes"
"9IxJdtC","lying leg-hip raise","https://static.exercisedb.dev/media/9IxJdtC.gif","waist","body weight","abs","hip flexors"
"9JprnPh","band single leg calf raise","https://static.exercisedb.dev/media/9JprnPh.gif","lower legs","band","calves","ankles|feet"
"9KU9TYF","lever horizontal one leg press","https://static.exercisedb.dev/media/9KU9TYF.gif","upper legs","leverage machine","glutes","quadriceps|hamstrings|calves"
"9n2149Z","sled lying squat","https://static.exercisedb.dev/media/9n2149Z.gif","upper legs","sled machine","glutes","quadriceps|hamstrings|calves"
"9pa4H5m","band horizontal pallof press","https://static.exercisedb.dev/media/9pa4H5m.gif","waist","band","abs","obliques|glutes"
"9pQSkH8","dumbbell reverse grip incline bench two arm row","https://static.exercisedb.dev/media/9pQSkH8.gif","back","dumbbell","upper back","biceps|forearms"
"9RT8oQW","bench dip on floor","https://static.exercisedb.dev/media/9RT8oQW.gif","upper arms","body weight","triceps","chest|shoulders"
"9sgNE2O","barbell decline pullover","https://static.exercisedb.dev/media/9sgNE2O.gif","chest","barbell","pectorals","triceps|shoulders"
"9Tkqa9O","kettlebell windmill","https://static.exercisedb.dev/media/9Tkqa9O.gif","waist","kettlebell","abs","obliques|shoulders"
"9tvVVM9","flexible cable triceps pushdown (v-bar)","https://static.exercisedb.dev/media/9tvVVM9.gif","upper arms","cable","triceps","forearms"
"9vz4JlC","weighted lunge with swing twisted","https://static.exercisedb.dev/media/9vz4JlC.gif","upper legs","weighted","glutes","quadriceps|hamstrings|calves"
"9WTm7dq","chest dip","https://static.exercisedb.dev/media/9WTm7dq.gif","chest","body weight","pectorals","triceps|shoulders"
"9XjtHvS","dumbbell pullover","https://static.exercisedb.dev/media/9XjtHvS.gif","chest","dumbbell","pectorals","latissimus dorsi|triceps"
"9Z23cLE","barbell incline bench press seated","https://static.exercisedb.dev/media/9Z23cLE.gif","chest","barbell","pectorals","shoulders|triceps"
"9ZGnq1w","triceps dip (between benches) - extreme variation","https://static.exercisedb.dev/media/9ZGnq1w.gif","upper arms","body weight","triceps","chest|shoulders"
"9ZGZuOD","incline twisting sit-up","https://static.exercisedb.dev/media/9ZGZuOD.gif","waist","body weight","abs","obliques"
"A2upspL","one leg donkey calf raise","https://static.exercisedb.dev/media/A2upspL.gif","lower legs","body weight","calves","hamstrings|glutes"
"A3P4O0R","cable seated row with reverse","https://static.exercisedb.dev/media/A3P4O0R.gif","back","cable","upper back","biceps|forearms"
"a4F9Oyc","kettlebell double alternating hang clean","https://static.exercisedb.dev/media/a4F9Oyc.gif","upper arms","kettlebell","biceps","forearms|shoulders"
"A6wtbuL","dumbbell standing overhead press","https://static.exercisedb.dev/media/A6wtbuL.gif","shoulders","dumbbell","delts","triceps|upper back"
"a8VDgLw","stationary bike walk","https://static.exercisedb.dev/media/a8VDgLw.gif","cardio","leverage machine","cardiovascular system","quadriceps|hamstrings|calves"
"A9qxk2F","archer push up","https://static.exercisedb.dev/media/A9qxk2F.gif","chest","body weight","pectorals","triceps|shoulders|core"
"aaxA3cm","smith reverse grip bent over row","https://static.exercisedb.dev/media/aaxA3cm.gif","back","smith machine","upper back","biceps|forearms"
"aaXr7ld","lever t bar row","https://static.exercisedb.dev/media/aaXr7ld.gif","back","leverage machine","upper back","biceps|forearms"
"aDoFKrE","medicine ball chest pass","https://static.exercisedb.dev/media/aDoFKrE.gif","chest","medicine ball","pectorals","shoulders|triceps"
"AdxxqfF","barbell standing reverse grip curl resistance","https://static.exercisedb.dev/media/AdxxqfF.gif","upper arms","barbell","biceps","forearms"
"ae9UoXQ","dumbbell incline curl","https://static.exercisedb.dev/media/ae9UoXQ.gif","upper arms","dumbbell","biceps","forearms"
"aee2Fcj","barbell biceps curl (with arm blaster)","https://static.exercisedb.dev/media/aee2Fcj.gif","upper arms","barbell","biceps","forearms"
"Af0EW2I","muscle-up (on vertical bar)","https://static.exercisedb.dev/media/Af0EW2I.gif","back","body weight","lats","biceps|triceps|forearms"
"afv0ZAS","upright smith incline bench press","https://static.exercisedb.dev/media/afv0ZAS.gif","chest","smith machine","pectorals","shoulders|triceps"
"aHDy5O5","band y-raise","https://static.exercisedb.dev/media/aHDy5O5.gif","shoulders","band","delts","traps|rhomboids"
"ainizkb","dumbbell upright row","https://static.exercisedb.dev/media/ainizkb.gif","shoulders","dumbbell","delts","traps|biceps"
"Aj9vWh7","isolation assisted seated pectoralis major stretch with stability ball","https://static.exercisedb.dev/media/Aj9vWh7.gif","chest","assisted","pectorals","shoulders|triceps"
"Al3tP0D","medicine ball supine chest throw","https://static.exercisedb.dev/media/Al3tP0D.gif","upper arms","medicine ball","triceps","chest|shoulders"
"Am02iPd","dumbbell one arm fly on exercise ball","https://static.exercisedb.dev/media/Am02iPd.gif","chest","dumbbell","pectorals","shoulders|triceps"
"ANbbry2","lower back curl","https://static.exercisedb.dev/media/ANbbry2.gif","back","body weight","spine","glutes|hamstrings"
"AQ0mC4Y","dumbbell full can lateral raise","https://static.exercisedb.dev/media/AQ0mC4Y.gif","shoulders","dumbbell","delts","traps|rotator cuff"
"AQIhRjM","lying elbow to knee","https://static.exercisedb.dev/media/AQIhRjM.gif","waist","body weight","abs","hip flexors|lower back"
"aqvSOQE","cable cross-over revers fly","https://static.exercisedb.dev/media/aqvSOQE.gif","shoulders","cable","delts","rhomboids|trapezius"
"AR0ig3o","flexion leg sit up (bent knee)","https://static.exercisedb.dev/media/AR0ig3o.gif","waist","body weight","abs","hip flexors"
"arsYEd3","band one arm single leg split squat","https://static.exercisedb.dev/media/arsYEd3.gif","upper legs","band","quads","glutes|hamstrings"
"arvaszz","modified push up to lower arms","https://static.exercisedb.dev/media/arvaszz.gif","lower arms","body weight","forearms","triceps|chest|shoulders"
"aTNKZiC","dumbbell incline one arm lateral raise","https://static.exercisedb.dev/media/aTNKZiC.gif","shoulders","dumbbell","delts","trapezius|triceps"
"aumB2IV","assisted sit-up","https://static.exercisedb.dev/media/aumB2IV.gif","waist","assisted","abs","hip flexors"
"aVs3BR3","cable twist","https://static.exercisedb.dev/media/aVs3BR3.gif","waist","cable","abs","obliques"
"AwAIlSo","squared reverse grip machine lat pulldown","https://static.exercisedb.dev/media/AwAIlSo.gif","back","leverage machine","lats","biceps|forearms"
"aWedzZX","glute bridge two legs on bench (male)","https://static.exercisedb.dev/media/aWedzZX.gif","upper legs","body weight","glutes","hamstrings|core"
"awG04cF","finger curls","https://static.exercisedb.dev/media/awG04cF.gif","lower arms","barbell","forearms","wrist flexors|grip muscles"
"AX1kB0o","twist hip lift","https://static.exercisedb.dev/media/AX1kB0o.gif","upper legs","body weight","glutes","obliques|hamstrings"
"aXcUyKb","kettlebell one arm snatch","https://static.exercisedb.dev/media/aXcUyKb.gif","shoulders","kettlebell","delts","trapezius|forearms|core"
"AxFoqAD","hack one leg calf raise","https://static.exercisedb.dev/media/AxFoqAD.gif","lower legs","sled machine","calves","hamstrings|glutes"
"aXtJhlg","dumbbell step-up","https://static.exercisedb.dev/media/aXtJhlg.gif","upper legs","dumbbell","glutes","quadriceps|hamstrings|calves"
"ayAHcEm","smith incline shoulder raises","https://static.exercisedb.dev/media/ayAHcEm.gif","chest","smith machine","serratus anterior","deltoids|trapezius"
"B1EVP9F","incline push-up","https://static.exercisedb.dev/media/B1EVP9F.gif","chest","body weight","pectorals","triceps|shoulders"
"b2Uoz54","barbell front raise","https://static.exercisedb.dev/media/b2Uoz54.gif","shoulders","barbell","delts","biceps|triceps"
"B3Rxp6L","dumbbell incline breeding","https://static.exercisedb.dev/media/B3Rxp6L.gif","chest","dumbbell","pectorals","shoulders|triceps"
"b4b6afT","weighted seated bicep curl (on stability ball)","https://static.exercisedb.dev/media/b4b6afT.gif","upper arms","medicine ball","biceps","forearms"
"b5uBMv2","exercise ball alternating arm ups with fast","https://static.exercisedb.dev/media/b5uBMv2.gif","back","stability ball","lats","shoulders|core"
"B5xca8s","hands clasped circular toe touch (male)","https://static.exercisedb.dev/media/B5xca8s.gif","upper legs","body weight","glutes","hamstrings|quadriceps|calves"
"b63ZzGe","potty squat with support","https://static.exercisedb.dev/media/b63ZzGe.gif","upper legs","body weight","glutes","quadriceps|hamstrings|calves"
"B6dAO1t","smith seated wrist curl","https://static.exercisedb.dev/media/B6dAO1t.gif","lower arms","smith machine","forearms","biceps|brachialis"
"b6hQYMb","lever preacher curl","https://static.exercisedb.dev/media/b6hQYMb.gif","upper arms","leverage machine","biceps","forearms"
"b9kqlBy","kettlebell alternating renegade row","https://static.exercisedb.dev/media/b9kqlBy.gif","back","kettlebell","upper back","core|shoulders"
"BaE7O6U","hanging oblique knee raise","https://static.exercisedb.dev/media/BaE7O6U.gif","waist","body weight","abs","obliques"
"BbfB8Gb","basic toe touch (male)","https://static.exercisedb.dev/media/BbfB8Gb.gif","upper legs","body weight","glutes","hamstrings|calves"
"bBi35y3","dumbbell standing alternate overhead press","https://static.exercisedb.dev/media/bBi35y3.gif","shoulders","dumbbell","delts","triceps|core"
"bbLR7fB","band lying straight leg raise","https://static.exercisedb.dev/media/bbLR7fB.gif","waist","band","abs","hip flexors"
"BCGQ6J5","cable close grip curl","https://static.exercisedb.dev/media/BCGQ6J5.gif","upper arms","cable","biceps","forearms"
"BCs0G2F","barbell sitted alternate leg raise (female)","https://static.exercisedb.dev/media/BCs0G2F.gif","waist","barbell","abs","hip flexors|quadriceps"
"BCUR88E","dumbbell standing one arm extension","https://static.exercisedb.dev/media/BCUR88E.gif","upper arms","dumbbell","triceps","shoulders"
"bd5b860","wrist rollerer","https://static.exercisedb.dev/media/bd5b860.gif","lower arms","weighted","forearms","biceps|triceps"
"bdWcbaU","frankenstein squat","https://static.exercisedb.dev/media/bdWcbaU.gif","upper legs","barbell","glutes","quadriceps|hamstrings|calves"
"BeReYBf","side-to-side chin with reverse","https://static.exercisedb.dev/media/BeReYBf.gif","back","body weight","lats","biceps|forearms"
"bfiHMpI","dumbbell incline press on exercise ball","https://static.exercisedb.dev/media/bfiHMpI.gif","chest","dumbbell","pectorals","shoulders|triceps"
"Bg5JKSH","dumbbell incline one arm press on exercise ball","https://static.exercisedb.dev/media/Bg5JKSH.gif","chest","dumbbell","pectorals","shoulders|triceps"
"BgljGjd","lever reverse t-bar row","https://static.exercisedb.dev/media/BgljGjd.gif","back","leverage machine","upper back","biceps|forearms"
"BIb1tGo","dumbbell standing one arm curl (over incline bench)","https://static.exercisedb.dev/media/BIb1tGo.gif","upper arms","dumbbell","biceps","forearms"
"BJ0Hz5L","dumbbell bent over row","https://static.exercisedb.dev/media/BJ0Hz5L.gif","back","dumbbell","upper back","biceps|forearms"
"bjqbauy","weighted standing hand squeeze","https://static.exercisedb.dev/media/bjqbauy.gif","lower arms","weighted","forearms","biceps|triceps"
"bJYHBIN","bodyweight standing calf raise","https://static.exercisedb.dev/media/bJYHBIN.gif","lower legs","body weight","calves","ankles|feet"
"BKa8dmT","dumbbell over bench neutral wrist curl","https://static.exercisedb.dev/media/BKa8dmT.gif","upper arms","dumbbell","biceps","forearms"
"bKWbrTA","one arm towel row","https://static.exercisedb.dev/media/bKWbrTA.gif","back","body weight","upper back","biceps|forearms"
"BkxB8LW","kettlebell seated press","https://static.exercisedb.dev/media/BkxB8LW.gif","shoulders","kettlebell","delts","triceps|core"
"BL3GHeY","straddle planche","https://static.exercisedb.dev/media/BL3GHeY.gif","waist","body weight","abs","shoulders|triceps|chest"
"blBXysN","kettlebell two arm military press","https://static.exercisedb.dev/media/blBXysN.gif","shoulders","kettlebell","delts","triceps|upper back"
"BLCvwr2","dumbbell reverse wrist curl","https://static.exercisedb.dev/media/BLCvwr2.gif","lower arms","dumbbell","forearms","biceps|brachialis"
"bLyQokI","london bridge","https://static.exercisedb.dev/media/bLyQokI.gif","back","rope","upper back","shoulders|biceps|forearms"
"bmBf7LN","dumbbell lying external shoulder rotation","https://static.exercisedb.dev/media/bmBf7LN.gif","shoulders","dumbbell","delts","rotator cuff|triceps"
"BMMolZ3","tuck crunch","https://static.exercisedb.dev/media/BMMolZ3.gif","waist","body weight","abs","hip flexors"
"BmrwWzo","dumbbell sumo pull through","https://static.exercisedb.dev/media/BmrwWzo.gif","upper legs","dumbbell","glutes","hamstrings|quadriceps|core"
"bmwlYvD","gorilla chin","https://static.exercisedb.dev/media/bmwlYvD.gif","waist","body weight","abs","forearms|biceps"
"Bn6TXyO","sit-up v. 2","https://static.exercisedb.dev/media/Bn6TXyO.gif","waist","body weight","abs","hip flexors"
"bndCa3Q","barbell pin presses","https://static.exercisedb.dev/media/bndCa3Q.gif","upper arms","barbell","triceps","shoulders"
"bOOdeyc","lever seated calf raise","https://static.exercisedb.dev/media/bOOdeyc.gif","lower legs","leverage machine","calves","soleus|ankle stabilizers"
